env,num_drones,runs,success_rate,time_mean,time_ci_low,time_ci_high,length_mean,length_ci_low,length_ci_high,iters_mean,iters_ci_low,iters_ci_high,nodes_mean,nodes_ci_low,nodes_ci_high
q4_obstacle1.yaml,2,40,1.0,0.08124322891235351,0.07071181975244469,0.09177463807226234,103.20567820370198,102.80294777710095,103.608408630303,9.55,8.495091132870371,10.60490886712963,11.175,10.397030403995316,11.952969596004685
q4_obstacle2.yaml,2,40,1.0,0.05978156328201294,0.05223761326950485,0.06732551329452102,103.20567820370198,102.80294777710095,103.608408630303,9.55,8.495091132870371,10.60490886712963,11.175,10.397030403995316,11.952969596004685
q4_obstacle3.yaml,2,40,1.0,1.8732686281204223,1.5063485441084874,2.2401887121323574,198.44038427770138,194.32214682032279,202.55862173507998,607.425,519.1164881253634,695.7335118746365,532.8,458.57558238243513,607.0244176175647
q4_obstacle4.yaml,2,40,1.0,1.7217740535736084,1.378848157836813,2.0646999493104037,198.44038427770138,194.32214682032279,202.55862173507998,607.425,519.1164881253634,695.7335118746365,532.8,458.57558238243513,607.0244176175647
q4_obstacle5.yaml,2,40,1.0,1.6420122146606446,1.3346646577606318,1.9493597715606574,201.13208040595055,196.58690244444128,205.6772583674598,596.225,518.3812231858429,674.0687768141571,523.35,457.968706359913,588.7312936400871
q4_obstacle6.yaml,2,40,1.0,1.6924534082412719,1.3564637330914575,2.0284430833910863,198.9825132459402,194.54167002312425,203.42335646875614,597.0,511.15725528320513,682.8427447167949,522.5,452.00966045456465,592.9903395454354
q4_obstacle7.yaml,2,40,1.0,1.3008574485778808,1.121236560003357,1.4804783371524046,205.14309273660183,199.3728399907603,210.91334548244336,544.15,484.1437572897192,604.1562427102808,422.925,376.64384735634127,469.20615264365875
q4_obstacle8.yaml,2,40,0.4,97.03143289089203,85.74979307477133,108.31307270701274,217.0507207289338,205.22204813004177,228.87939332782585,7617.25,6901.307120926608,8333.192879073391,5839.6,5291.321942045406,6387.878057954595
